DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000539,C000046,2021-08-14 08:02:52.972972976,2021-08-30 08:02:52.972972976,Merchant Error,Pet Supplies,60357.38,MC000018,Correspondence,Staff_048,Pending,"I received a chargeback for a purchase of pet supplies from a merchant. The product I purchased was not as described, and I was not satisfied with the quality. I have contacted the merchant to try to resolve the issue, but they have not been responsive. I am disappointed in the service I received from this merchant",resolved in favor of member,2021-10-30 08:02:52.972972976,0,False
DS000540,C000087,2021-08-15 10:22:42.162162160,2021-09-30 10:22:42.162162160,Merchant Error,Beauty and Personal Care,86294.11,MC000012,Bank Statement,Staff_009,Rejected,"As a customer of MC000012, I am disappointed to have received a chargeback on my recent purchase of a beauty product. The product was damaged during shipping, and I was unable to return it due to the merchant's strict return policy. Despite providing documentation of the damage, the merchant refused",resolved in favor of member,2021-12-14 10:22:42.162162160,0,True
DS000541,C000080,2021-08-16 12:42:31.351351352,2021-10-17 12:42:31.351351352,Canceled Transaction,Furniture,70132.0,MC000055,Photos/Videos,Staff_056,Pending,I purchased a furniture item from the merchant but it was not delivered on time as promised. The merchant did not respond to my query and I was not able to track the order. I have requested a chargeback with the bank.,resolved in favor of member,2021-10-27 12:42:31.351351352,0,True
DS000542,C000069,2021-08-17 15:02:20.540540536,2021-10-19 15:02:20.540540536,Service Not Rendered,Sports Equipments,84919.97,MC000004,Receipt,Staff_302,Rejected,"I was disappointed with my purchase of a sports equipment. The product was not in the condition as described in the advertisement, and it was not up to the quality I had expected. I am disappointed with the purchase and would like to request a refund. I am disappointed with the purchase and would like to request a refund",resolved in favor of member,2022-03-03 15:02:20.540540536,0,True
DS000543,C000034,2021-08-18 17:22:09.729729728,2021-11-12 17:22:09.729729728,Product Defective,Baby care,71906.9,MC000039,No Documentation Provided,Staff_134,Pending,"I recently purchased a product from a store, and was disappointed to find that the product was not what I had ordered. The product was defective and did not work as it should. I contacted the customer service department to resolve the issue, but was met with poor customer service and lack of resolution. I am very disappointed",resolved in favor of merchant,2022-01-29 17:22:09.729729728,0,False
DS000544,C000095,2021-08-19 19:41:58.918918920,2021-11-09 19:41:58.918918920,Service Not Rendered,Baby care,7209.78,MC000082,No Documentation Provided,Staff_379,Pending,"Customer is claiming that he was charged for a product that he never received. The product in question was a baby care product, which is a common type of chargeback. The dispute type was service not rendered, which means that the customer did not receive the service that they were promised. The customer is claiming that they were",resolved in favor of merchant,2021-11-18 19:41:58.918918920,0,True
DS000545,C000050,2021-08-20 22:01:48.108108104,2021-09-14 22:01:48.108108104,Unauthorized Recurring Charge,Fashion hub,22778.36,MC000014,Service Agreement,Staff_093,Rejected,I am a customer of the fashion hub and I have been using their services for the past few months. I have recently encountered an issue with my recurring charges on my credit card. I did not authorize these charges and I am not sure how they were made. I have contacted the fashion hub and they have promised,resolved in favor of member,2021-10-15 22:01:48.108108104,0,True
DS000546,C000009,2021-08-22 00:21:37.297297296,2021-10-19 00:21:37.297297296,Services Rendered but Unsatisfactory,Health and Hygiene,31203.47,MC000018,Identity Verification Documents,Staff_005,Pending,I am not happy with the service I received from this company. I ordered a health and hygiene product and it did not perform as expected. The service was very poor and I will not be using this company again.,resolved in favor of merchant,2021-12-18 00:21:37.297297296,0,True
DS000547,C000050,2021-08-23 02:41:26.486486488,2021-09-26 02:41:26.486486488,Service Not Rendered,Beauty and Personal Care,6333.89,MC000077,Bank Statement,Staff_291,Resolved,I am not happy with the service provided to me by the merchant. I ordered a beauty product online but did not receive it. The merchant refused to refund my money or provide me with a replacement product. The product was overpriced and not what I was expecting. I will not be using this merchant again.,resolved in favor of merchant,2022-01-27 02:41:26.486486488,123,True
DS000548,C000023,2021-08-24 05:01:15.675675672,2021-08-26 05:01:15.675675672,Merchant Error,Sports Equipments,70289.57,MC000043,Bank Statement,Staff_216,Pending,"I had ordered a pair of running shoes from an online store and the shoes were not the ones that I had ordered. I contacted the store and they said they would replace the shoes. However, I received another pair of shoes that was not the ones I had ordered. I contacted the store again and they said they would",resolved in favor of member,2021-10-04 05:01:15.675675672,0,True
DS000549,C000073,2021-08-25 07:21:04.864864864,2021-11-23 07:21:04.864864864,Unauthorized Recurring Charge,Art and Craft,48366.74,MC000086,Receipt,Staff_327,New,I am writing this review because I was charged $48366.74 without my authorization. The merchant has not provided any proof of delivery or service rendered. I have not received any notification of the charge and did not make this purchase. I would like to dispute this charge and request a refund.,resolved in favor of merchant,2021-12-06 07:21:04.864864864,0,False
DS000550,C000066,2021-08-26 09:40:54.054054056,2021-09-08 09:40:54.054054056,Merchant Error,Beauty and Personal Care,82629.13,MC000093,No Documentation Provided,Staff_288,Rejected,I ordered a hair product online and was charged for it. But the product was not delivered to me. I checked with the merchant and they informed me that the product was out of stock. I requested for a refund but the merchant did not respond to my query. I shot an email to the merchant and got a response,resolved in favor of merchant,2021-11-22 09:40:54.054054056,0,False
DS000551,C000078,2021-08-27 12:00:43.243243240,2021-09-28 12:00:43.243243240,Return Policy Violation,Furniture,54513.1,MC000076,Identity Verification Documents,Staff_032,Pending,"I received this product from Merchant_ID: MC000076, and I am not satisfied with it. The product was not what I expected and did not meet my needs. I have requested a return and a refund.",resolved in favor of member,2022-01-26 12:00:43.243243240,0,False
DS000552,C000043,2021-08-28 14:20:32.432432432,2021-11-02 14:20:32.432432432,Return Policy Violation,Beauty and Personal Care,71633.99,MC000000,Identity Verification Documents,Staff_102,Resolved,"I recently ordered a beauty and personal care product from a merchant, and I was extremely disappointed with the quality of the product. When I received it, I noticed that the packaging was damaged and the product itself was not in good condition. I reached out to the merchant's customer service to file a complaint, but they",resolved in favor of member,2021-11-22 14:20:32.432432432,20,True
DS000553,C000061,2021-08-29 16:40:21.621621624,2021-10-12 16:40:21.621621624,Product Not Received,Toys and Games,33491.47,MC000068,Fraud Report,Staff_267,Pending,"I ordered this toy as a gift for my niece, but it was defective. It didn't work at all and was a complete waste of money. I would not recommend this toy to anyone, and I will not be buying anything from this company again.",resolved in favor of member,2021-12-12 16:40:21.621621624,0,False
DS000554,C000053,2021-08-30 19:00:10.810810808,2021-10-10 19:00:10.810810808,Identity Theft,Health and Hygiene,64442.34,MC000083,Service Agreement,Staff_253,Pending,"I recently purchased the Health and Hygiene product from a reputable online store. However, I was disappointed to receive a chargeback from my bank due to identity theft.",resolved in favor of member,2022-02-28 19:00:10.810810808,0,False
DS000555,C000012,2021-08-31 21:20:00.000000000,2021-11-20 21:20:00.000000000,Unrecognized Transaction,Furniture,21235.92,MC000088,Service Agreement,Staff_143,Pending,"I recently ordered a dining room table from Store 123 and was disappointed to receive it. The table was not only damaged, but the finish was also not in the style that I had ordered. I contacted the store's customer support team and explained the situation, but they were not helpful. The table was",resolved in favor of member,2022-02-11 21:20:00.000000000,0,True
DS000556,C000069,2021-09-01 23:39:49.189189192,2021-11-18 23:39:49.189189192,Product Defective,Pet Supplies,64964.56,MC000086,Correspondence,Staff_385,Resolved,"I am writing this review to highlight the issues I faced with a product I purchased from a pet supplies store. The product was a dog bed, and I bought it for my pet's comfort. However, I was disappointed with the quality of the product. The packaging was damaged, and the product was damaged as well",resolved in favor of member,2022-02-05 23:39:49.189189192,79,False
DS000557,C000084,2021-09-03 01:59:38.378378376,2021-10-31 01:59:38.378378376,Incorrect Amount Charged,Baby care,23583.07,MC000052,Terms and Conditions,Staff_368,Rejected,"I have recently made a purchase of a baby care product from this store, but I am dissatisfied with the quality of the product. The item I received was not as described, and it did not meet the standards of the product I had ordered. I am disappointed with the service I received and will not be making",resolved in favor of member,2021-11-22 01:59:38.378378376,0,True
DS000558,C000007,2021-09-04 04:19:27.567567568,2021-10-21 04:19:27.567567568,Canceled Transaction,Fashion hub,85590.92,MC000095,Identity Verification Documents,Staff_048,Rejected,"The order I placed from your store was for a dress that I had seen in a magazine a few days ago and I was so excited to finally own it. When I received the package, the dress was not the one I had ordered. It was the wrong size and color. I tried to return it, but your",resolved in favor of member,2021-12-22 04:19:27.567567568,0,True
DS000559,C000081,2021-09-05 06:39:16.756756752,2021-11-25 06:39:16.756756752,Identity Theft,Automotive Appliances,47542.49,MC000099,Fraud Report,Staff_142,Rejected,"No customer review available for the given chargeback reason, product type, and dispute type.",resolved in favor of member,2022-01-28 06:39:16.756756752,0,True
DS000560,C000099,2021-09-06 08:59:05.945945944,2021-10-26 08:59:05.945945944,Billing Descriptor Issue,Electronics,74452.09,MC000085,Identity Verification Documents,Staff_073,New,"I had ordered an amount of 74452.09 USD from the merchant on 2021-09-06 08:59:05.945945944. I got a product of Electron, Outcome: resolved in",resolved in favor of member,2021-11-27 08:59:05.945945944,0,False
DS000561,C000061,2021-09-07 11:18:55.135135136,2021-11-17 11:18:55.135135136,Lack of Disclosure,Sports Equipments,87946.3,MC000073,Terms and Conditions,Staff_366,Resolved,The product was not as described.,resolved in favor of merchant,2022-01-31 11:18:55.135135136,75,True
DS000562,C000041,2021-09-08 13:38:44.324324320,2021-10-18 13:38:44.324324320,Return Policy Violation,Electronics,3667.42,MC000044,Correspondence,Staff_260,Resolved,I have received the product but it is not the one I ordered. I have ordered a product and I received a different one. The product I received is missing some features and it is not what I ordered. I want a full refund and I want a replacement for the correct product.,resolved in favor of member,2022-03-03 13:38:44.324324320,136,False
DS000563,C000001,2021-09-09 15:58:33.513513512,2021-10-24 15:58:33.513513512,Identity Theft,Art and Craft,41505.5,MC000009,Identity Verification Documents,Staff_250,Rejected,"I recently purchased a product from Art and Craft merchant, and it was a great experience. The product arrived on time, and it was exactly as described. I was pleased with the quality of the product and the price. However, I was surprised to see a charge on my credit card for an amount that was not authorized",resolved in favor of merchant,2022-03-27 15:58:33.513513512,0,False
DS000564,C000074,2021-09-10 18:18:22.702702704,2021-10-14 18:18:22.702702704,Fraudulent Transaction,Beauty and Personal Care,57155.7,MC000016,Fraud Report,Staff_225,Pending,"Hello,",resolved in favor of merchant,2022-04-05 18:18:22.702702704,0,True
DS000565,C000039,2021-09-11 20:38:11.891891888,2021-10-22 20:38:11.891891888,Incorrect Amount Charged,Footwear,10615.11,MC000036,Service Agreement,Staff_275,Resolved,"This is a detailed customer review based on the chargeback reason, product type, and dispute type. The chargeback reason was ""Incorrect Amount Charged"", which is a common issue that customers face when they are billed for an incorrect amount. The product type was ""Footwear"", which is a common",resolved in favor of merchant,2022-01-08 20:38:11.891891888,78,True
DS000566,C000013,2021-09-12 22:58:01.081081080,2021-10-02 22:58:01.081081080,Merchant Error,Beauty and Personal Care,38898.55,MC000035,Receipt,Staff_235,Resolved,"I recently received a chargeback on an online purchase that I made for beauty and personal care products. This was a result of a dispute that I had with the merchant regarding the product that I received. I ordered a beauty product from an online store, but when I received it, the product was damaged. The lid was",resolved in favor of member,2021-11-10 22:58:01.081081080,39,False
DS000567,C000095,2021-09-14 01:17:50.270270272,2021-10-29 01:17:50.270270272,Lack of Disclosure,Home essentials,16347.31,MC000087,Bank Statement,Staff_347,Rejected,"I ordered a product from this merchant's website, but it arrived damaged and was not the same as the one advertised. The product was missing key features that were advertised, and I was not happy with the quality. I tried to contact the merchant to resolve the issue, but they were unresponsive.",resolved in favor of merchant,2021-12-06 01:17:50.270270272,0,False
DS000568,C000077,2021-09-15 03:37:39.459459456,2021-10-07 03:37:39.459459456,Service Not Rendered,Health and Hygiene,96559.92,MC000065,Fraud Report,Staff_326,Rejected,"I am disappointed with the health and hygiene product I received from the merchant. It was advertised as a high-quality product, but upon receiving it, I found that it was of very poor quality. The product did not work as advertised and was not effective in protecting against the spread of germs.",resolved in favor of merchant,2021-10-26 03:37:39.459459456,0,False
DS000569,C000056,2021-09-16 05:57:28.648648648,2021-12-06 05:57:28.648648648,Fraudulent Transaction,Electronics,56663.71,MC000066,Fraud Report,Staff_093,Pending,"I am writing to dispute a charge on my credit card. I have made a purchase on the website of an online electronics store, and the amount charged to my card is much higher than I expected. I believe that I have been the victim of a fraudulent transaction. I have checked my account statement and my bank",resolved in favor of merchant,2022-02-01 05:57:28.648648648,0,False
DS000570,C000092,2021-09-17 08:17:17.837837840,2021-11-10 08:17:17.837837840,Merchant Error,Health and Hygiene,32628.7,MC000023,Receipt,Staff_306,Rejected,I am very satisfied with the product but I have a question. Why do I have to pay for it? I don't understand.,resolved in favor of merchant,2022-04-24 08:17:17.837837840,0,False
DS000571,C000004,2021-09-18 10:37:07.027027024,2021-11-25 10:37:07.027027024,Service Not Rendered,Home essentials,9878.04,MC000095,Photos/Videos,Staff_221,Rejected,"I recently purchased a set of kitchen knives from a popular online retailer, and was disappointed with the quality of the product. The knives were not sharp enough to cut through even soft foods, and they became dull quickly. Additionally, the handles were made of cheap plastic and felt uncomfortable to hold. After contacting",resolved in favor of merchant,2022-05-15 10:37:07.027027024,0,False
DS000572,C000032,2021-09-19 12:56:56.216216216,2021-12-07 12:56:56.216216216,Merchant Error,Art and Craft,81515.18,MC000088,Correspondence,Staff_333,Resolved,"I was disappointed with my purchase from this company. The product that I received was not what I had ordered, and the description of the product was not accurate. I would not recommend this company to others, and I will be sure to check the reviews before making a purchase in the future.",resolved in favor of merchant,2022-02-09 12:56:56.216216216,64,False
DS000573,C000019,2021-09-20 15:16:45.405405408,2021-10-13 15:16:45.405405408,Service Not Rendered,Groceries,29610.62,MC000031,Fraud Report,Staff_228,Rejected,I am very dissatisfied with the product I received from the company. The product was not delivered as promised and it was not up to the standards that I was expecting. I am disappointed with the service and I will never use this company again.,resolved in favor of merchant,2022-01-31 15:16:45.405405408,0,True
DS000574,C000068,2021-09-21 17:36:34.594594592,2021-12-13 17:36:34.594594592,Product Not Received,Toys and Games,74642.2,MC000033,Photos/Videos,Staff_021,Rejected,"I ordered a gaming console from this merchant, and I am very disappointed with their service. I have tried contacting their customer support several times, but they have been completely unresponsive. I have also provided them with clear photos and videos of the product, but they are still refusing to resolve the issue. I",resolved in favor of member,2022-02-25 17:36:34.594594592,0,True
DS000575,C000072,2021-09-22 19:56:23.783783784,2021-12-02 19:56:23.783783784,Lack of Disclosure,Sports Equipments,4834.74,MC000049,No Documentation Provided,Staff_092,Rejected,I am disappointed with my purchase of the basketball I ordered from this merchant. I ordered it in a specific size and it was not the right size. I have not received a refund yet and the merchant has not been responsive to my inquiries. I will not be purchasing from them again.,resolved in favor of merchant,2021-12-07 19:56:23.783783784,0,True
DS000576,C000013,2021-09-23 22:16:12.972972976,2021-12-20 22:16:12.972972976,Service Not Rendered,Art and Craft,23292.44,MC000045,Photos/Videos,Staff_217,Rejected,"I ordered a painting of a horse, but the painting was of a dog. The painting is not what I expected and I am unhappy with the purchase. I would like a refund.",resolved in favor of merchant,2022-06-20 22:16:12.972972976,0,False
DS000577,C000084,2021-09-25 00:36:02.162162160,2021-11-22 00:36:02.162162160,Incorrect Amount Charged,Toys and Games,93081.59,MC000035,Fraud Report,Staff_133,Pending,"I recently purchased a toy from this store, and I have to say, I am not impressed. The quality of the toy is subpar, and the design is unappealing. I am disappointed with my purchase and will not be shopping here again.",resolved in favor of merchant,2021-12-31 00:36:02.162162160,0,True
DS000578,C000008,2021-09-26 02:55:51.351351352,2021-10-06 02:55:51.351351352,Unauthorized Recurring Charge,Fashion hub,94881.49,MC000023,Terms and Conditions,Staff_182,Pending,"I ordered a pair of jeans online from Fashion hub. The jeans I received are not the ones I ordered. They are completely different in terms of size, color, and style. The jeans that I received are too small for me, and the color is completely different from what I ordered. I am very disappointed with",resolved in favor of member,2022-03-01 02:55:51.351351352,0,False
DS000579,C000064,2021-09-27 05:15:40.540540536,2021-12-04 05:15:40.540540536,Services Rendered but Unsatisfactory,Fashion hub,86859.82,MC000098,Terms and Conditions,Staff_101,New,I placed an order for a dress from the store but I was disappointed with the quality of the product. The fabric was of low quality and the stitching was not done properly. I contacted the customer service and they were not helpful at all. I have to pay the chargeback fee and I will not be ordering,resolved in favor of member,2022-04-20 05:15:40.540540536,0,False
DS000580,C000004,2021-09-28 07:35:29.729729728,2021-11-28 07:35:29.729729728,Incorrect Amount Charged,Health and Hygiene,85240.4,MC000086,Service Agreement,Staff_012,Pending,"The chargeback reason for this transaction was ""Incorrect Amount Charged"". The product type was ""Health and Hygiene"". The dispute type was ""Incorrect Amount Charged"". I am disputing the charges for an incorrect amount. I purchased a product of type ""Health and Hygiene",resolved in favor of member,2022-03-16 07:35:29.729729728,0,False
DS000581,C000009,2021-09-29 09:55:18.918918920,2021-11-03 09:55:18.918918920,Billing Descriptor Issue,Art and Craft,71328.38,MC000095,Identity Verification Documents,Staff_208,Rejected,The customer purchased an art and craft product from a merchant and received a different item than the one they ordered. They are requesting a refund or a replacement item.,resolved in favor of member,2021-11-25 09:55:18.918918920,0,False
DS000582,C000003,2021-09-30 12:15:08.108108104,2021-10-07 12:15:08.108108104,Service Not Rendered,Beauty and Personal Care,2907.91,MC000085,Terms and Conditions,Staff_359,New,"I recently purchased a pair of sunglasses from a popular online retailer, but unfortunately, I was not satisfied with the product. Upon receiving the glasses, I noticed that the lenses were extremely scratched and distorted, making it difficult to see clearly. I contacted the customer service team to inquire about",resolved in favor of merchant,2021-10-27 12:15:08.108108104,0,False
DS000583,C000034,2021-10-01 14:34:57.297297296,2021-12-26 14:34:57.297297296,Merchant Error,Furniture,46887.6,MC000093,Service Agreement,Staff_256,Resolved,"I recently purchased a leather sofa from McFurniture, and I have to say I am disappointed with the quality. The sofa arrived with several scratches and dents, which is not what I expected for the price I paid. The customer service team was polite and helpful, but they were unable to resolve the",resolved in favor of member,2022-01-29 14:34:57.297297296,34,True
DS000584,C000016,2021-10-02 16:54:46.486486488,2021-10-07 16:54:46.486486488,Unrecognized Transaction,Footwear,61375.91,MC000068,Terms and Conditions,Staff_122,Pending,"I am writing this review because I am dissatisfied with the quality of the product I purchased. I purchased a pair of shoes from a footwear store on October 2, 2021, for $613.76. However, I did not recognize the transaction and disputed it on",resolved in favor of member,2021-11-03 16:54:46.486486488,0,True
DS000585,C000017,2021-10-03 19:14:35.675675672,2021-11-08 19:14:35.675675672,Fraudulent Transaction,Furniture,48830.49,MC000064,Receipt,Staff_248,Rejected,I recently purchased a couch from a local furniture store and I am very disappointed with the quality of the product. The couch is uncomfortable and the fabric is stained. I contacted the store and they were unhelpful. I am considering filing a chargeback.,resolved in favor of member,2022-02-17 19:14:35.675675672,0,True
DS000586,C000099,2021-10-04 21:34:24.864864864,2021-10-20 21:34:24.864864864,Product Not Received,Toys and Games,69395.7,MC000046,Identity Verification Documents,Staff_124,Pending,"I recently purchased a toy car from a reputable online store. However, when the item arrived, I was disappointed to find that it was not the product I had ordered. The toy car I received was missing several parts and was in poor condition. Therefore, I decided to file a dispute with the merchant. After a",resolved in favor of member,2022-01-13 21:34:24.864864864,0,True
DS000587,C000087,2021-10-05 23:54:14.054054056,2021-11-26 23:54:14.054054056,Failure to Receive Credit,Beauty and Personal Care,42035.88,MC000076,Receipt,Staff_353,Pending,I received a package but it was not the product I ordered. I ordered a lipstick and received a lip gloss instead. The product was not the same shade as the one I ordered and the packaging was not the same. I am very disappointed and would like a refund.,resolved in favor of merchant,2022-02-24 23:54:14.054054056,0,True
DS000588,C000099,2021-10-07 02:14:03.243243240,2021-12-20 02:14:03.243243240,Service Not Rendered,Art and Craft,9084.17,MC000078,Receipt,Staff_206,Pending,"I am very disappointed with this purchase. I ordered a painting from this company and it turns out that the painting is not what I expected. It is not the right size or color and it does not match my decor. I am very upset about this and I demand a refund. I am not happy,",resolved in favor of merchant,2022-06-06 02:14:03.243243240,0,False
DS000589,C000077,2021-10-08 04:33:52.432432432,2021-11-13 04:33:52.432432432,Billing Descriptor Issue,Toys and Games,52648.11,MC000044,Fraud Report,Staff_109,Resolved,Billing Descriptor Issue with Toys and Games,resolved in favor of merchant,2022-04-04 04:33:52.432432432,142,True
DS000590,C000004,2021-10-09 06:53:41.621621624,2022-01-05 06:53:41.621621624,Merchant Error,Baby care,6223.44,MC000062,Photos/Videos,Staff_322,Rejected,"I recently made a purchase from a merchant for a baby care product, and the transaction was processed successfully. However, I later received a chargeback from the bank, stating that the transaction was made with an expired card. I have already provided the necessary documentation to the bank and the merchant, but the chargeback has",resolved in favor of member,2022-03-12 06:53:41.621621624,0,True
DS000591,C000029,2021-10-10 09:13:30.810810808,2021-12-25 09:13:30.810810808,Canceled Transaction,Sports Equipments,59358.99,MC000056,Bank Statement,Staff_383,Rejected,"I ordered a sports equipment from your store, but it was not up to my expectations. I checked the item online before buying it, but the actual product was different. I tried to cancel the order, but your staff refused to do so. I had to use my bank statement to resolve the dispute in my favor.",resolved in favor of member,2022-06-16 09:13:30.810810808,0,True
DS000592,C000075,2021-10-11 11:33:20.000000000,2021-11-22 11:33:20.000000000,Billing Descriptor Issue,Fashion hub,33213.7,MC000014,Receipt,Staff_299,Pending,I ordered a pair of shoes from this store and the billing descriptor was incorrect. I disputed the charge and the staff is currently reviewing my case. I hope they can resolve the issue quickly.,resolved in favor of member,2022-04-05 11:33:20.000000000,0,False
DS000593,C000005,2021-10-12 13:53:09.189189192,2021-11-03 13:53:09.189189192,Product Defective,Sports Equipments,53976.33,MC000025,Correspondence,Staff_393,Rejected,"I recently purchased a sports equipment from a merchant and received it with defects. The product did not function as intended and was not of the quality I expected. I was disappointed with the company's customer service, as I was unable to resolve this issue with them. I would not recommend this product to others, as",resolved in favor of member,2022-02-28 13:53:09.189189192,0,False
DS000594,C000074,2021-10-13 16:12:58.378378376,2021-10-29 16:12:58.378378376,Return Policy Violation,Fashion hub,35088.5,MC000003,Receipt,Staff_294,Resolved,"I ordered a pair of heels from the fashion hub website, and they were scuffed and had a broken heel when they arrived. After contacting customer support, they refused to offer a refund or exchange the product, and the dispute was resolved in the customer's favor.",resolved in favor of member,2022-01-29 16:12:58.378378376,92,True
DS000595,C000083,2021-10-14 18:32:47.567567568,2021-10-20 18:32:47.567567568,Unauthorized Recurring Charge,Footwear,68809.81,MC000036,Photos/Videos,Staff_224,Rejected,"I recently purchased a pair of shoes from a popular online retailer, and unfortunately, I was charged twice for the same order. I immediately contacted the merchant's customer support team to seek assistance in resolving the issue. However, despite their assurance that they would take care of the chargeback, the dispute was",resolved in favor of merchant,2021-10-22 18:32:47.567567568,0,False
DS000596,C000014,2021-10-15 20:52:36.756756752,2021-12-07 20:52:36.756756752,Service Not Rendered,Art and Craft,96491.91,MC000091,Service Agreement,Staff_355,Resolved,"I am very disappointed with my recent purchase of art supplies from your store. The colors were dull and the brushes were of poor quality. I was excited to begin my project, but upon opening the package, I was disappointed. I would not recommend this product to anyone, and I will be using a different supplier in",resolved in favor of member,2022-04-13 20:52:36.756756752,127,True
DS000597,C000078,2021-10-16 23:12:25.945945944,2021-11-04 23:12:25.945945944,Billing Descriptor Issue,Home essentials,47427.19,MC000009,Photos/Videos,Staff_337,Rejected,I had a very bad experience with this company. I ordered some home essentials and they sent me the wrong product. The product was not as advertised and the quality was very poor. I am very disappointed and I will not be ordering from them again.,resolved in favor of member,2021-12-02 23:12:25.945945944,0,True
DS000598,C000097,2021-10-18 01:32:15.135135136,2021-10-28 01:32:15.135135136,Service Not Rendered,Fashion hub,95080.67,MC000038,Terms and Conditions,Staff_231,Pending,"The customer is claiming that they did not receive the product they ordered. They are also claiming that they did not receive a refund for the product. They are claiming they received a defective product. They are also claiming they received a product that was not as described. They are claiming they received a product,",resolved in favor of member,2022-04-28 01:32:15.135135136,0,True
DS000599,C000034,2021-10-19 03:52:04.324324320,2021-11-11 03:52:04.324324320,Unrecognized Transaction,Automotive Appliances,47318.18,MC000045,Receipt,Staff_382,Pending,"I am very disappointed by the quality of this purchase. I ordered a set of tire pressure monitoring systems for my vehicle, but when I received them, they were completely damaged and unusable. I tried to contact the seller to return the item or get a refund, but the customer service was horrible. They were unhelp",resolved in favor of member,2022-04-17 03:52:04.324324320,0,True
DS000600,C000050,2021-10-20 06:11:53.513513512,2021-10-22 06:11:53.513513512,Billing Descriptor Issue,Electronics,28597.53,MC000026,Correspondence,Staff_306,New,"I recently purchased a smart TV from a local electronics store, and I have been experiencing issues with its connectivity. I have tried resetting the TV multiple times, but the problem persists. The staff at the store has been unable to provide a satisfactory solution, and they have even suggested that I return the",resolved in favor of merchant,2022-04-10 06:11:53.513513512,0,True
DS000601,C000023,2021-10-21 08:31:42.702702704,2021-11-23 08:31:42.702702704,Unauthorized Recurring Charge,Pet Supplies,49071.5,MC000004,Fraud Report,Staff_307,Rejected,"Dear [Card Company],",resolved in favor of member,2021-12-05 08:31:42.702702704,0,True
DS000602,C000004,2021-10-22 10:51:31.891891888,2021-12-07 10:51:31.891891888,Identity Theft,Footwear,17212.57,MC000088,Fraud Report,Staff_350,Pending,"I recently purchased a pair of footwear from the online merchant, MC000088, using my credit card. However, I was charged back for the purchase, and I am writing this review to clarify the situation.",resolved in favor of merchant,2022-03-29 10:51:31.891891888,0,False
DS000603,C000057,2021-10-23 13:11:21.081081080,2022-01-07 13:11:21.081081080,Product Defective,Electronics,33582.52,MC000020,Identity Verification Documents,Staff_341,New,"Hi, I purchased a laptop from your store and it arrived defective. It won't turn on and the screen is cracked. I'm very disappointed with the product and would like a refund or a replacement. Thank you.",resolved in favor of merchant,2022-03-01 13:11:21.081081080,0,True
DS000604,C000048,2021-10-24 15:31:10.270270272,2022-01-05 15:31:10.270270272,Lack of Disclosure,Sports Equipments,475.01,MC000040,Fraud Report,Staff_073,Pending,"I recently purchased a pair of running shoes from a popular online retailer, but unfortunately my experience was not a positive one. After the purchase, I received an email stating that I would be charged for the product, but I never received the item. I tried to contact the merchant's customer service, but they were",resolved in favor of merchant,2022-06-17 15:31:10.270270272,0,True
DS000605,C000093,2021-10-25 17:50:59.459459456,2021-11-04 17:50:59.459459456,Lack of Disclosure,Furniture,9447.74,MC000048,No Documentation Provided,Staff_103,Rejected,"I ordered a beautiful, high-quality sofa from this furniture store. However, when it arrived, I was disappointed to see that the color was not as advertised. It was a completely different shade of blue than what I had expected. The customer service representative was extremely unhelpful and refused to offer a refund or",resolved in favor of merchant,2021-12-04 17:50:59.459459456,0,False
DS000606,C000080,2021-10-26 20:10:48.648648648,2021-11-13 20:10:48.648648648,Product Defective,Furniture,90382.69,MC000092,Receipt,Staff_390,Pending,"I recently had a terrible experience with a furniture store. I ordered a sofa, and when it arrived, it was in terrible condition. There were big holes in the upholstery, and the frame was bent. The customer service at the store was awful - they didn't even offer to exchange or refund me",resolved in favor of merchant,2022-03-08 20:10:48.648648648,0,False
DS000607,C000002,2021-10-27 22:30:37.837837840,2021-12-03 22:30:37.837837840,Merchant Error,Home essentials,42934.22,MC000033,No Documentation Provided,Staff_154,Resolved,"I recently placed an order for a set of home essentials from a store online. However, when the products arrived, I was shocked to find that they were in such a bad condition that I had to return them. The company provided faulty products, and their customer service was unresponsive. I tried to contact",resolved in favor of member,2021-12-27 22:30:37.837837840,24,True
DS000608,C000093,2021-10-29 00:50:27.027027024,2021-11-14 00:50:27.027027024,Product Defective,Automotive Appliances,59840.71,MC000028,Service Agreement,Staff_123,New,The product arrived damaged with missing parts and the seller refused to issue a refund or replacement.,resolved in favor of merchant,2022-02-21 00:50:27.027027024,0,False
DS000609,C000098,2021-10-30 03:10:16.216216216,2022-01-19 03:10:16.216216216,Unrecognized Transaction,Automotive Appliances,68584.93,MC000053,Receipt,Staff_347,Pending,I am writing this review to voice my concerns about the company's unhelpful customer service and their refusal to refund my money for a purchased item.,resolved in favor of merchant,2022-07-13 03:10:16.216216216,0,False
